級別,單字,屬性,輸出,中文
5,salmon,n./adj.,salmon (n./adj.),鮭魚
5,salon,n.,salon (n.),沙龍
5,sandal,n.,sandal (n.),涼鞋
5,scan,n./v.,scan (n./v.),掃描
5,scandal,n.,scandal (n.),醜聞
5,scar,n./v.,scar (n./v.),瘢痕
5,scenario,n.,scenario (n.),設想
5,scent,n./v.,scent (n./v.),香味
5,scheme,n./v.,scheme (n./v.),方案
5,scope,n.,scope (n.),範圍
5,scramble,v./n.,scramble (v./n.),爭奪
5,scrap,n./v.,scrap (n./v.),廢棄物
5,script,n./v.,script (n./v.),腳本
5,sector,n.,sector (n.),部門
5,segment,n./v.,segment (n./v.),部分
5,seminar,n.,seminar (n.),研討會
5,senator,n.,senator (n.),參議員
5,sensation,n.,sensation (n.),感覺
5,sensitivity,n.,sensitivity (n.),靈敏度
5,sensor,n.,sensor (n.),感應器
5,sentiment,n.,sentiment (n.),情緒
5,sentimental,adj.,sentimental (adj.),多愁善感的
5,sequence,n./v.,sequence (n./v.),順序
5,series,n.,series (n.),系列
5,server,n.,server (n.),伺服器
5,session,n.,session (n.),會議
5,setting,n.,setting (n.),環境
5,shareholder,n.,shareholder (n.),股東
5,shatter,v.,shatter (v.),粉碎
5,shed,v./n.,shed (v./n.),棚
5,sheer,adj./adv.,sheer (adj./adv.),純粹的
5,sheriff,n.,sheriff (n.),警長
5,shield,n./v.,shield (n./v.),盾
5,shiver,n./v.,shiver (n./v.),顫抖
5,shortage,n.,shortage (n.),短缺
5,shove,v./n.,shove (v./n.),推
5,shrug,n./v.,shrug (n./v.),聳肩
5,shuttle,n./v.,shuttle (n./v.),穿梭
5,sibling,n.,sibling (n.),兄弟
5,siege,n.,siege (n.),圍城
5,skeleton,n.,skeleton (n.),骨骼
5,skull,n.,skull (n.),顱骨
5,slam,n./v.,slam (n./v.),滿貫
5,slap,n./v./adv.,slap (n./v./adv.),拍擊
5,slavery,n.,slavery (n.),奴隸制
5,slot,n./v.,slot (n./v.),投幣口
5,smash,v./n.,smash (v./n.),粉碎
5,smog,n.,smog (n.),煙霧
5,snatch,v./n.,snatch (v./n.),搶奪
5,sneak,v./n.,sneak (v./n.),潛行
5,sniff,v./n.,sniff (v./n.),聞
5,soak,v./n.,soak (v./n.),浸泡
5,soar,v.,soar (v.),翱翔
5,sob,n./v.,sob (n./v.),哭泣
5,sober,adj./v.,sober (adj./v.),清醒
5,soften,v.,soften (v.),軟化
5,sole,adj./n./v.,sole (adj./n./v.),唯一
5,solo,n./adv./adj.,solo (n./adv./adj.),獨奏
5,sophisticated,adj.,sophisticated (adj.),複雜的
5,sophomore,n.,sophomore (n.),大二學生
5,souvenir,n.,souvenir (n.),紀念品
5,sovereignty,n.,sovereignty (n.),主權
5,sow,v.,sow (v.),母豬
5,spacious,adj.,spacious (adj.),寬敞
5,sparkle,v./n.,sparkle (v./n.),火花
5,specialist,n.,specialist (n.),專家
5,specialize,v.,specialize (v.),專精
5,specialty,n.,specialty (n.),專業
5,specify,v.,specify (v.),指定
5,specimen,n.,specimen (n.),標本
5,spectacular,adj./n.,spectacular (adj./n.),壯觀的
5,spectator,n.,spectator (n.),旁觀者
5,spectrum,n.,spectrum (n.),光譜
5,speculate,v.,speculate (v.),推測
5,sphere,n.,sphere (n.),領域
5,spicy,adj.,spicy (adj.),辛辣的
5,spine,n.,spine (n.),脊椎
5,sponge,n./v.,sponge (n./v.),海綿
5,sponsor,n./v.,sponsor (n./v.),贊助
5,sponsorship,n.,sponsorship (n.),贊助
5,spouse,n.,spouse (n.),配偶
5,squad,n.,squad (n.),隊
5,squash,n./v.,squash (n./v.),壁球
5,squat,adj./n./v.,squat (adj./n./v.),蹲
5,stability,n.,stability (n.),穩定
5,stack,n./v.,stack (n./v.),堆疊
5,stain,n./v.,stain (n./v.),弄髒
5,stake,n./v.,stake (n./v.),賭注
5,stall,n./v.,stall (n./v.),攤位
5,stance,n.,stance (n.),姿態
5,startle,v.,startle (v.),驚嚇
5,statistical,adj.,statistical (adj.),統計
5,steer,v./n.,steer (v./n.),駕駛
5,stereotype,n./v.,stereotype (n./v.),刻板印象
5,stew,n./v.,stew (n./v.),燉
5,stimulate,v.,stimulate (v.),刺激
5,stimulus,n.,stimulus (n.),刺激
5,stink,n./v.,stink (n./v.),臭
5,stock,n.,stock (n.),庫存
5,storage,n.,storage (n.),貯存
5,straighten,v.,straighten (v.),拉直
5,straightforward,adj.,straightforward (adj.),直截了當
5,strain,n./v.,strain (n./v.),拉緊
5,strand,v./n.,strand (v./n.),股
5,strap,n./v.,strap (n./v.),帶子
5,strategic,adj.,strategic (adj.),策略
5,striking,adj.,striking (adj.),引人注目
5,structural,adj.,structural (adj.),結構性的
5,stumble,v./n.,stumble (v./n.),絆倒
5,sturdy,adj.,sturdy (adj.),結實的
5,submit,v.,submit (v.),提交
5,subsequent,adj.,subsequent (adj.),隨後的
5,subsidy,n.,subsidy (n.),補貼
5,substantial,adj.,substantial (adj.),重大的
5,substitute,n./v.,substitute (n./v.),代替
5,subtle,adj.,subtle (adj.),微妙的
5,suburban,adj.,suburban (adj.),郊區的
5,successor,n.,successor (n.),接班人
5,suite,n.,suite (n.),套房
5,superb,adj.,superb (adj.),高超
5,superstition,n.,superstition (n.),迷信
5,supervise,v.,supervise (v.),監督
5,supervision,n.,supervision (n.),監督
5,supervisor,n.,supervisor (n.),導師
5,supposedly,adv.,supposedly (adv.),據推測
5,supreme,adj.,supreme (adj.),最高
5,surplus,n./adj.,surplus (n./adj.),剩餘
5,surveillance,n.,surveillance (n.),監視
5,suspend,v.,suspend (v.),暫停
5,sustain,v.,sustain (v.),維持
5,sustainable,adj.,sustainable (adj.),可持續的
5,swap,v./n.,swap (v./n.),交換
5,symbolic,adj.,symbolic (adj.),象徵性的
5,symptom,n.,symptom (n.),症狀
5,syndrome,n.,syndrome (n.),綜合症
5,tackle,v.,tackle (v.),處理
5,tactic(s),n.,tactic(s) (n.),策略）
5,tangle,n./v.,tangle (n./v.),爭議
5,tempt,v.,tempt (v.),誘惑
5,temptation,n.,temptation (n.),誘惑
5,terminal,n./adj.,terminal (n./adj.),終端
5,terrify,v.,terrify (v.),嚇壞
5,testify,v.,testify (v.),作證
5,texture,n./v.,texture (n./v.),質地
5,theft,n.,theft (n.),竊盜
5,theology,n.,theology (n.),神學
5,theoretical,adj.,theoretical (adj.),理論的
5,therapist,n.,therapist (n.),治療師
5,therapy,n.,therapy (n.),治療
5,thereby,adv.,thereby (adv.),從而
5,thesis,n.,thesis (n.),論文
5,thigh,n.,thigh (n.),大腿
5,threshold,n.,threshold (n.),臨界點
5,thrill,n./v.,thrill (n./v.),刺激
5,thriller,n.,thriller (n.),驚悚片
5,thrive,v.,thrive (v.),蓬勃發展
5,throne,n.,throne (n.),王座
5,thrust,v./n.,thrust (v./n.),推力
5,tick,n./v.,tick (n./v.),打鉤
5,tile,n./v.,tile (n./v.),瓦
5,tin,n./v.,tin (n./v.),錫
5,toll,n./v.,toll (n./v.),收費
5,torch,n./v.,torch (n./v.),火炬
5,torment,n./v.,torment (n./v.),折磨
5,tournament,n.,tournament (n.),比賽
5,toxic,adj.,toxic (adj.),有毒的
5,trait,n.,trait (n.),特徵
5,traitor,n.,traitor (n.),叛徒
5,transaction,n.,transaction (n.),交易
5,transformation,n.,transformation (n.),轉型
5,transit,n./v.,transit (n./v.),過境
5,transition,n.,transition (n.),過渡
5,transmission,n.,transmission (n.),傳染
5,transparent,adj.,transparent (adj.),透明的
5,trauma,n.,trauma (n.),創傷
5,treaty,n.,treaty (n.),條約
5,tribute,n.,tribute (n.),貢
5,trigger,n./v.,trigger (n./v.),扳機
5,trim,v./n./adj.,trim (v./n./adj.),修剪
5,triple,adj./v./n.,triple (adj./v./n.),三倍
5,trivial,adj.,trivial (adj.),瑣碎的
5,trophy,n.,trophy (n.),杯
5,tuition,n.,tuition (n.),學費
5,tumor,n.,tumor (n.),瘤
5,tuna,n.,tuna (n.),鮪魚
5,ultimate,adj./n.,ultimate (adj./n.),最終的
5,uncover,v.,uncover (v.),揭露
5,undergo,v.,undergo (v.),經歷
5,undergraduate,n.,undergraduate (n.),大學部
5,underline,v./n.,underline (v./n.),強調
5,undermine,v.,undermine (v.),破壞
5,undertake,v.,undertake (v.),承擔
5,undo,v.,undo (v.),撤銷
5,undoubtedly,adv.,undoubtedly (adv.),無疑
5,unemployment,n.,unemployment (n.),失業
5,unfold,v.,unfold (v.),展開
5,unlock,v.,unlock (v.),開鎖
5,unprecedented,adj.,unprecedented (adj.),空前的
5,update,n./v.,update (n./v.),更新
5,upgrade,v./n.,upgrade (v./n.),升級
5,utility,n.,utility (n.),公用事業
5,utilize,v.,utilize (v.),利用
5,vacuum,n./v.,vacuum (n./v.),真空
5,vague,adj.,vague (adj.),模糊的
5,valid,adj.,valid (adj.),有效的
5,variable,n./adj.,variable (n./adj.),多變的
5,variation,n.,variation (n.),變化
5,vein,n.,vein (n.),靜脈
5,vendor,n.,vendor (n.),小販
5,venture,n./v.,venture (n./v.),創業
5,venue,n.,venue (n.),場地
5,verbal,adj./n.,verbal (adj./n.),口頭
5,verdict,n.,verdict (n.),判決
5,version,n.,version (n.),版本
5,versus,prep.,versus (prep.),相對
5,vertical,adj./n.,vertical (adj./n.),垂直的
5,veteran,n.,veteran (n.),老將
5,via,prep.,via (prep.),透過
5,viable,adj.,viable (adj.),可行的
5,vicious,adj.,vicious (adj.),惡毒
5,viewer,n.,viewer (n.),觀眾
5,viewpoint,n.,viewpoint (n.),觀點
5,vinegar,n.,vinegar (n.),醋
5,virtual,adj.,virtual (adj.),虛擬的
5,visa,n.,visa (n.),簽證
5,vocal,adj./n.,vocal (adj./n.),聲樂
5,volcano,n.,volcano (n.),火山
5,vomit,n./v.,vomit (n./v.),嘔吐
5,voucher,n.,voucher (n.),代金券
5,vow,n./v.,vow (n./v.),發誓
5,vulnerable,adj.,vulnerable (adj.),易受傷害的
5,warehouse,n./v.,warehouse (n./v.),倉庫
5,warrior,n.,warrior (n.),戰士
5,wary,adj.,wary (adj.),警惕的
5,weird,adj.,weird (adj.),詭異的
5,whatsoever,adj./pron.,whatsoever (adj./pron.),任何
5,wheelchair,n.,wheelchair (n.),輪椅
5,whereabouts,n./adv.,whereabouts (n./adv.),下落
5,whereas,conj.,whereas (conj.),然而
5,whine,n./v.,whine (n./v.),抱怨
5,widespread,adj.,widespread (adj.),廣泛
5,wig,n.,wig (n.),假髮
5,wilderness,n.,wilderness (n.),荒野
5,wildlife,n.,wildlife (n.),野生動物
5,windshield,n.,windshield (n.),擋風玻璃
5,wither,v.,wither (v.),枯萎
5,witty,adj.,witty (adj.),機智
5,workshop,n.,workshop (n.),工作坊
5,worship,n./v.,worship (n./v.),崇拜
5,worthwhile,adj.,worthwhile (adj.),值得的
5,worthy,adj.,worthy (adj.),值得
5,yacht,n./v.,yacht (n./v.),遊艇
5,yield,v./n.,yield (v./n.),屈服
6,abbreviate,v.,abbreviate (v.),縮寫
6,abide,v.,abide (v.),遵守
6,aboriginal,adj./n.,aboriginal (adj./n.),原住民
6,abound,v.,abound (v.),盛產
6,abstraction,n.,abstraction (n.),抽象
6,abundance,n.,abundance (n.),豐富
6,academy,n.,academy (n.),學院
6,accessory,n./adj.,accessory (n./adj.),配件
6,acclaim,n./v.,acclaim (n./v.),歡呼
6,accordance,n.,accordance (n.),符合
6,accordingly,adv.,accordingly (adv.),因此
6,accountable,adj.,accountable (adj.),負責任的
6,accumulate,v.,accumulate (v.),累積
6,accumulation,n.,accumulation (n.),累積
6,accusation,n.,accusation (n.),指控
6,accustom,v.,accustom (v.),習慣
6,acne,n.,acne (n.),粉刺
6,acre,n.,acre (n.),英畝
6,adaptation,n.,adaptation (n.),適應
6,addiction,n.,addiction (n.),癮
6,administer/administrate,v.,administer/administrate (v.),管理/管理
6,admiral,n.,admiral (n.),上將
6,adolescence,n.,adolescence (n.),青春期
6,advisory,adj.,advisory (adj.),諮詢
6,aesthetic,adj.,aesthetic (adj.),美學的
6,affectionate,adj.,affectionate (adj.),親熱
6,affiliate,n.,affiliate (n.),附屬機構
6,affirm,v.,affirm (v.),確認
6,airtight,adj.,airtight (adj.),密閉
6,airway,n.,airway (n.),氣道
6,algebra,n.,algebra (n.),代數
6,alienate,v.,alienate (v.),離間
6,align,v.,align (v.),對齊
6,allege,v.,allege (v.),聲稱
6,alligator,n.,alligator (n.),鱷魚
6,altitude,n.,altitude (n.),高度
6,aluminum,n.,aluminum (n.),鋁
6,ambiguity,n.,ambiguity (n.),歧義
6,amid/amidst,prep.,amid/amidst (prep.),之中/之中
6,amplify,v.,amplify (v.),放大
6,analogy,n.,analogy (n.),類比
6,analytical,adj.,analytical (adj.),分析性的
6,anchor,n./v.,anchor (n./v.),錨
6,animate,v./adj.,animate (v./adj.),動畫化
6,annoyance,n.,annoyance (n.),煩惱
6,anthem,n.,anthem (n.),國歌
6,antibiotic,n./adj.,antibiotic (n./adj.),抗生素
6,anticipation,n.,anticipation (n.),預期
6,antonym,n.,antonym (n.),反義詞
6,applaud,v.,applaud (v.),掌聲
6,applicable,adj.,applicable (adj.),適用的
6,apprentice,n.,apprentice (n.),學徒
6,approximate,adj./v.,approximate (adj./v.),近似
6,archaeology,n.,archaeology (n.),考古學
6,archive,n.,archive (n.),檔案
6,arithmetic,n./adj.,arithmetic (n./adj.),算術
6,ascend,v.,ascend (v.),上升
6,aspire,v.,aspire (v.),渴望
6,assassinate,v.,assassinate (v.),暗殺
6,asthma,n.,asthma (n.),氣喘
6,astray,adv./adj.,astray (adv./adj.),誤入歧途
6,astronaut,n.,astronaut (n.),太空人
6,astronomer,n.,astronomer (n.),天文學家
6,astronomy,n.,astronomy (n.),天文學
6,attain(ment),v./(n.),attain(ment) (v./(n.)),素養）
6,attendant,n.,attendant (n.),服務生
6,audit,n.,audit (n.),審計
6,auditorium,n.,auditorium (n.),禮堂
6,avert,v.,avert (v.),避免
6,aviation,n.,aviation (n.),航空
6,awesome,adj.,awesome (adj.),驚人的
6,awhile,adv.,awhile (adv.),一會兒
6,bachelor,n.,bachelor (n.),學士
6,backbone,n.,backbone (n.),骨幹
6,badge,n.,badge (n.),徽章
6,banquet,n./v.,banquet (n./v.),宴會
6,barbarian,adj./n.,barbarian (adj./n.),野蠻人
6,bass,n./adj.,bass (n./adj.),低音
6,batter,n./v.,batter (n./v.),連擊
6,beautify,v.,beautify (v.),美化
6,beep,n./v.,beep (n./v.),嘟
6,beforehand,adv.,beforehand (adv.),預先
6,beverage,n.,beverage (n.),飲料
6,bilateral,adj.,bilateral (adj.),雙邊
6,blaze,n./v.,blaze (n./v.),火焰
6,bleach,n./v.,bleach (n./v.),漂白
6,blond/blonde,n./adj.,blond/blonde (n./adj.),金髮/金髮女郎
6,blot,v./n.,blot (v./n.),印跡
6,blunt,adj./v.,blunt (adj./v.),鈍
6,bodily,adj./adv.,bodily (adj./adv.),身體上的
6,booklet,n.,booklet (n.),小冊子
6,bosom,n.,bosom (n.),懷
6,boulevard,n.,boulevard (n.),大道
6,boxing,n.,boxing (n.),拳擊
6,boycott,n./v.,boycott (n./v.),聯合抵制
6,brace,n./v.,brace (n./v.),支撐
6,brassiere/bra,n.,brassiere/bra (n.),胸罩/胸罩
6,breadth,n.,breadth (n.),寬度
6,breakdown,n.,breakdown (n.),分解
6,breakup,n.,breakup (n.),拆散
6,bribe,n./v.,bribe (n./v.),賄賂
6,brink,n.,brink (n.),邊緣
6,broaden,v.,broaden (v.),擴大
6,brochure,n.,brochure (n.),小冊子
6,broil,v.,broil (v.),烤
6,brook,n.,brook (n.),溪
6,broth,n.,broth (n.),高湯
6,brotherhood,n.,brotherhood (n.),兄弟情誼
6,bulky,adj.,bulky (adj.),笨重
6,bureaucrat,n.,bureaucrat (n.),官僚
6,bypass,n./v.,bypass (n./v.),旁路
6,caffeine,n.,caffeine (n.),咖啡因
6,calculator,n.,calculator (n.),計算機
6,calligraphy,n.,calligraphy (n.),書法
6,cape,n.,cape (n.),岬
6,capsule,n.,capsule (n.),膠囊
6,caption,n./v.,caption (n./v.),標題
6,captive,adj./n.,captive (adj./n.),俘虜
6,captivity,n.,captivity (n.),囚禁
6,cardboard,n.,cardboard (n.),紙板
6,cardinal,n./adj.,cardinal (n./adj.),樞機主教
6,carefree,adj.,carefree (adj.),暢快
6,caretaker,n.,caretaker (n.),看門人
6,carton,n.,carton (n.),紙盒
6,cashier,n.,cashier (n.),出納員
6,casualty,n.,casualty (n.),傷亡
6,catastrophe,n.,catastrophe (n.),災難
6,cater,v.,cater (v.),迎合
6,caterpillar,n.,caterpillar (n.),毛蟲
6,cavity,n.,cavity (n.),空腔
6,celery,n.,celery (n.),芹菜
6,cellular,adj.,cellular (adj.),細胞的
6,Celsius,n.,Celsius (n.),攝氏度
6,cement,n./v.,cement (n./v.),水泥
6,census,n.,census (n.),人口普查
6,ceramic,adj./n.,ceramic (adj./n.),陶瓷製品
6,certify,v.,certify (v.),證明
6,chairperson/chair/ chairman/ chairwoman,n.,chairperson/chair/ chairman/ chairwoman (n.),主席/主席/主席/主席
6,champagne,n.,champagne (n.),香檳酒
6,chant,n./v.,chant (n./v.),唄
6,charitable,adj.,charitable (adj.),慈善
6,checkup,n.,checkup (n.),清理
6,chemist,n.,chemist (n.),化學家
6,chestnut,n./adj.,chestnut (n./adj.),栗
6,chili,n.,chili (n.),辣椒
6,chimpanzee,n.,chimpanzee (n.),黑猩猩
6,chirp,n./v.,chirp (n./v.),嘰嘰喳喳
6,cholesterol,n.,cholesterol (n.),膽固醇
6,cigar,n.,cigar (n.),雪茄
6,civilize,v.,civilize (v.),教化
6,clam,n.,clam (n.),蛤
6,clasp,v./n.,clasp (v./n.),釦子
6,clearance,n.,clearance (n.),清除
6,climax,n./v.,climax (n./v.),高潮
6,clockwise,adv./adj.,clockwise (adv./adj.),順時針
6,clone,n./v.,clone (n./v.),複製
6,closure,n.,closure (n.),關閉
6,coalition,n.,coalition (n.),聯盟
6,coastline,n.,coastline (n.),海岸線
6,collision,n.,collision (n.),碰撞
6,colloquial,adj.,colloquial (adj.),口語化的
6,comet,n.,comet (n.),彗星
6,commonplace,adj./n.,commonplace (adj./n.),平凡
6,commonwealth,n.,commonwealth (n.),聯邦
6,communicative,adj.,communicative (adj.),交際的
6,comparative,adj.,comparative (adj.),比較
6,compass,n./v.,compass (n./v.),羅盤
6,compile,v.,compile (v.),編譯
6,complement,v./n.,complement (v./n.),補充
6,complexion,n.,complexion (n.),膚色
6,comprehensive,adj.,comprehensive (adj.),綜合的
6,compute,v.,compute (v.),計算
6,computerize,v.,computerize (v.),電腦化
6,comrade,n.,comrade (n.),同志
6,concession,n.,concession (n.),讓步
6,concise,adj.,concise (adj.),簡潔的
6,condense,v.,condense (v.),凝結
6,confederation,n.,confederation (n.),聯盟
6,congressman/ congresswoman,n.,congressman/ congresswoman (n.),國會議員/國會女議員
6,conquest,n.,conquest (n.),征服
6,conscientious,adj.,conscientious (adj.),盡責的
6,conserve,v./n.,conserve (v./n.),養護
6,consolation,n.,consolation (n.),安慰
6,console,n./v.,console (n./v.),安慰
6,consonant,n.,consonant (n.),輔音
6,conspiracy,n.,conspiracy (n.),陰謀
6,contention,n.,contention (n.),爭論
6,contestant,n.,contestant (n.),選手
6,continuity,n.,continuity (n.),連續性
6,contradict,v.,contradict (v.),頂撞
6,convene,v.,convene (v.),召開
6,coral,n./adj.,coral (n./adj.),珊瑚
6,corpse,n.,corpse (n.),屍體
6,correspondence,n.,correspondence (n.),一致
6,cosmetic,adj.,cosmetic (adj.),化妝品
6,cosmetics,n.,cosmetics (n.),化妝品
6,counterpart,n.,counterpart (n.),對方
6,coupon,n.,coupon (n.),優惠券
6,courtyard,n.,courtyard (n.),庭院
6,cowardly,adj.,cowardly (adj.),膽小
6,cozy,adj.,cozy (adj.),舒適
6,crackdown,n.,crackdown (n.),鎮壓
6,cracker,n.,cracker (n.),餅乾
6,cram,v.,cram (v.),補習班
6,cramp,n./v.,cramp (n./v.),抽筋
6,crater,n./v.,crater (n./v.),火山口
6,credible,adj.,credible (adj.),可信的
6,crocodile,n.,crocodile (n.),鱷魚
6,crossing,n.,crossing (n.),穿越
6,crutch,n.,crutch (n.),拐杖
6,cub,n.,cub (n.),幼獸
6,cucumber,n.,cucumber (n.),黃瓜
6,cultivate,v.,cultivate (v.),培育
6,cumulative,adj.,cumulative (adj.),累計
6,curb,n./v.,curb (n./v.),抑制
6,curfew,n.,curfew (n.),宵禁
6,curry,n.,curry (n.),咖哩
6,customary,adj.,customary (adj.),習慣的
6,cynical,adj.,cynical (adj.),憤世嫉俗的
6,dazzle,v./n.,dazzle (v./n.),炫
6,deafen,v.,deafen (v.),震耳欲聾
6,decisive,adj.,decisive (adj.),決定性
6,dedication,n.,dedication (n.),奉獻
6,deduct,v.,deduct (v.),扣除
6,deem,v.,deem (v.),認為
6,default,n./v.,default (n./v.),預設
6,defect,n./v.,defect (n./v.),缺點
6,defiance,n.,defiance (n.),蔑視
6,definitive,adj.,definitive (adj.),確定的
6,dental,adj.,dental (adj.),牙科
6,deplete,v.,deplete (v.),
6,deprive,v.,deprive (v.),剝奪
6,descent,n.,descent (n.),血統
6,despise,v.,despise (v.),鄙視
6,destined,adj.,destined (adj.),注定的
6,detach,v.,detach (v.),分離
6,detain,v.,detain (v.),扣留
6,detention,n.,detention (n.),拘留
6,deter,v.,deter (v.),阻止
6,detergent,n.,detergent (n.),洗滌劑
6,devour,v.,devour (v.),吞食
6,diabetes,n.,diabetes (n.),糖尿病
6,dictate,v.,dictate (v.),聽寫
6,dictation,n.,dictation (n.),聽寫
6,dictator,n.,dictator (n.),獨裁者
6,dictatorship,n.,dictatorship (n.),專政
6,diesel,n.,diesel (n.),柴油引擎
6,differentiate,v.,differentiate (v.),區分
6,diplomacy,n.,diplomacy (n.),外交
6,directive,n.,directive (n.),指示
6,disable,v.,disable (v.),停用
6,disastrous,adj.,disastrous (adj.),災難性的
6,disbelief,n.,disbelief (n.),懷疑
6,discard,v./n.,discard (v./n.),丟棄
6,discharge,n./v.,discharge (n./v.),釋放
6,disciple,n.,disciple (n.),弟子
6,disciplinary,adj.,disciplinary (adj.),紀律處分
6,disclosure,n.,disclosure (n.),揭露
6,discomfort,n./v.,discomfort (n./v.),不舒服
6,discreet,adj.,discreet (adj.),慎重
6,disgrace,n./v.,disgrace (n./v.),恥辱
6,dismay,n./v.,dismay (n./v.),沮喪
6,dispensable,adj.,dispensable (adj.),可有可無的
6,dispense,v.,dispense (v.),分配
6,disposable,adj./n.,disposable (adj./n.),一次性的
6,disposal,n.,disposal (n.),處理
6,dispose,v.,dispose (v.),處置
6,dissent,n.,dissent (n.),異議
6,distraction,n.,distraction (n.),分散注意力
6,distress,n./v.,distress (n./v.),苦惱
6,disturbance,n.,disturbance (n.),幹擾
6,diversify,v.,diversify (v.),多樣化
6,diversion,n.,diversion (n.),導流
6,divert,v.,divert (v.),轉移
6,dividend,n.,dividend (n.),股利
6,doom,n./v.,doom (n./v.),厄運
6,dormitory/dorm,n.,dormitory/dorm (n.),宿舍/宿舍
6,downward,adj.,downward (adj.),向下
6,downward/downwards,adv.,downward/downwards (adv.),向下/向下
6,doze,v./n.,doze (v./n.),瞌睡
6,drastic,adj.,drastic (adj.),激烈的
6,draught,n.,draught (n.),草稿
6,dresser,n.,dresser (n.),梳妝台
6,dressing,n.,dressing (n.),敷料
6,dual,adj.,dual (adj.),雙重的
6,dubious,adj.,dubious (adj.),可疑
6,duration,n.,duration (n.),期間
6,dusk,n.,dusk (n.),黃昏
6,dwarf,n./v.,dwarf (n./v.),矮人
6,dwell,v.,dwell (v.),住
6,dwelling,n.,dwelling (n.),住宅
6,eccentric,adj./n.,eccentric (adj./n.),偏心
6,eclipse,n./v.,eclipse (n./v.),蝕
6,edible,adj.,edible (adj.),食用
6,editorial,adj./n.,editorial (adj./n.),社論
6,electrician,n.,electrician (n.),電工
6,elevate,v.,elevate (v.),提升
6,emigrant,n.,emigrant (n.),移民
6,emigrate,v.,emigrate (v.),移民
6,emigration,n.,emigration (n.),移民
6,encyclopedia,n.,encyclopedia (n.),百科全書
6,endeavor,n./v.,endeavor (n./v.),努力
6,endowment,n.,endowment (n.),捐贈
6,endurance,n.,endurance (n.),耐力
6,enhance(ment),v./(n.),enhance(ment) (v./(n.)),增強（增強）
6,enlighten(ment),v./(n.),enlighten(ment) (v./(n.)),啟示）
6,enrich(ment),v./(n.),enrich(ment) (v./(n.)),豐富）
6,enroll(ment),v./(n.),enroll(ment) (v./(n.)),註冊）
6,equalize,v.,equalize (v.),均衡
6,equate,v.,equate (v.),等同
6,escort,n./v.,escort (n./v.),護送
6,esteem,n./v.,esteem (n./v.),尊重
6,eternity,n.,eternity (n.),永恆
6,evacuate,v.,evacuate (v.),撤離
6,evergreen,adj./n.,evergreen (adj./n.),常綠
6,evoke,v.,evoke (v.),喚起
6,examinee,n.,examinee (n.),考生
6,examiner,n.,examiner (n.),考官
6,excel,v.,excel (v.),卓越
6,excerpt,n./v.,excerpt (n./v.),摘抄
6,excess,adj./n.,excess (adj./n.),過量的
6,exclusion,n.,exclusion (n.),排除
6,exempt,adj.,exempt (adj.),豁免
6,exert,v.,exert (v.),發揮
6,expenditure,n.,expenditure (n.),支出
6,expiration,n.,expiration (n.),過期
6,expire,v.,expire (v.),到期
6,extract,n./v.,extract (n./v.),提煉
6,extracurricular,adj.,extracurricular (adj.),課外
6,eyelash/lash,n.,eyelash/lash (n.),睫毛/睫毛
6,eyelid,n.,eyelid (n.),眼皮
6,eyesight,n.,eyesight (n.),視力
6,fable,n.,fable (n.),寓言
6,faction,n.,faction (n.),派
6,Fahrenheit,n.,Fahrenheit (n.),華氏度
6,falter,v.,falter (v.),動搖
6,familiarity,n.,familiarity (n.),熟悉度
6,fascination,n.,fascination (n.),魅力
6,feasible,adj.,feasible (adj.),可行的
6,feeble,adj.,feeble (adj.),微弱
6,feminine,adj./n.,feminine (adj./n.),女性化的
6,fertility,n.,fertility (n.),生育力
6,fertilizer,n.,fertilizer (n.),肥料
6,fianc./fiance,n.,fianc./fiance (n.),未婚夫/未婚夫
6,fin,n.,fin (n.),鰭
6,finite,adj.,finite (adj.),有限
6,firecracker,n.,firecracker (n.),鞭炮
6,fireproof,adj.,fireproof (adj.),防火
6,fishery,n.,fishery (n.),漁業
6,flake,n./v.,flake (n./v.),薄片
6,flaw,n./v.,flaw (n./v.),缺陷
6,flourish,v./n.,flourish (v./n.),繁榮
6,flunk,v./n.,flunk (v./n.),不及格
6,foe,n.,foe (n.),敵人
6,folklore,n.,folklore (n.),民俗學
6,formidable,adj.,formidable (adj.),強大
6,formulate,v.,formulate (v.),制定
6,forsake,v.,forsake (v.),背叛
6,forthcoming,adj.,forthcoming (adj.),即將推出
6,fortify,v.,fortify (v.),強化
6,fowl,n.,fowl (n.),雞
6,fracture,n./v.,fracture (n./v.),斷裂
6,fragrance,n.,fragrance (n.),香味
6,fragrant,adj.,fragrant (adj.),香
6,frantic,adj.,frantic (adj.),瘋狂的
6,freak,n./v.,freak (n./v.),怪物
6,freeway,n.,freeway (n.),高速公路
6,friction,n.,friction (n.),摩擦
6,fume,v./n.,fume (v./n.),煙
6,fury,n.,fury (n.),憤怒
6,fuse,n./v.,fuse (n./v.),保險絲
6,fuss,n./v.,fuss (n./v.),大驚小怪
6,gallop,n./v.,gallop (n./v.),馳騁
6,gangster,n.,gangster (n.),流氓
6,garment,n.,garment (n.),服裝
6,gauge,n./v.,gauge (n./v.),測量
6,gay,adj./n.,gay (adj./n.),同性戀
6,geographical,adj.,geographical (adj.),地理的
6,geometry,n.,geometry (n.),幾何學
6,glacier,n.,glacier (n.),冰河
6,glamorous,adj.,glamorous (adj.),迷人的
